Date,current_shared_signal,asset_specific_signal,buy_and_hold
2020-12-10,175744.59962062247,174537.770063361,165201.3301980337
2020-12-11,175632.99211671724,174618.49207469347,165110.10241811143
2020-12-14,173953.5852773496,174397.54701072778,163737.24440219588
2020-12-15,176125.0886479036,175795.5423313192,165514.60996153372
2020-12-16,177148.3951999834,176196.9255256401,166350.8347257615
2020-12-17,177758.28053150958,177007.56290530987,166848.84477901482
2020-12-18,176574.30903788493,176530.82975281915,165882.48962099824
2020-12-21,175643.95116184998,176341.85435445912,165122.46925949526
2020-12-22,174891.19339979303,176272.56126841847,164507.1076783812
2020-12-23,175231.19634642618,176547.2887203865,164785.2080479804
2020-12-24,175721.9347707805,177063.267791131,165186.498680959
2020-12-28,176483.80416153892,177813.07586670833,165809.27380465085
2020-12-29,176081.889324527,177468.20153871735,165480.92143175
2020-12-30,176862.46225775202,178212.34705420656,166118.81597704795
2020-12-31,177008.11482863827,178407.94834715183,166237.7766670114
2021-01-04,177012.10725587665,178441.8813667174,166241.52616871224
2021-01-05,179408.44949400367,180583.73741363248,168198.5113964683
2021-01-06,178619.24101827515,179739.10429324498,167555.12310192297
2021-01-07,180087.7535657122,181187.1077003305,168752.99201088797
2021-01-08,179766.322699324,180989.21586964733,168491.0790202648
2021-01-11,179995.91919161796,181066.19870553917,168678.20581786655
2021-01-12,181093.07614509354,182014.1064442845,169572.2669878135
2021-01-13,182245.9587646382,183134.78908663226,170510.99598180622
2021-01-14,183096.76773437552,183778.1482255203,171203.19137391375
2021-01-15,180074.98883848914,181078.7324670226,168746.24305231174
2021-01-19,182310.67090396475,183173.0842084238,170568.01042021843
2021-01-20,185182.72651037472,185891.6185860033,172904.5895763063
2021-01-21,184015.53799789734,184883.34326854182,171956.93686070933
2021-01-22,182949.39147226565,183934.23096992236,171090.60505271674
2021-01-25,183525.209603823,184570.04934596547,171558.8603385123
2021-01-26,182410.10485620366,183583.87890106745,170652.42829847857
2021-01-27,179949.48933933975,181121.43336897067,168350.41759905618
2021-01-28,180869.87108850168,182017.7742003005,169211.47395654197
2021-01-29,178194.23345898956,179292.30664368224,166708.30090544935
2021-02-01,180117.3263999268,181233.48139100647,168507.43632326685
2021-02-02,181113.20826414583,182200.4811186435,169439.12625657054
2021-02-03,182042.82053966555,183087.17295852996,170308.81816491397
2021-02-04,182704.7190266077,183738.19106250806,170928.05241277986
2021-02-05,184252.0595218037,185302.5452869358,172375.6554012104
2021-02-08,186884.1316633639,188030.01449024398,174838.07108135108
2021-02-09,186563.33037921778,187729.83448315304,174537.947805922
2021-02-10,187208.03529988654,188436.6645608551,175141.09673966575
2021-02-11,186006.74840101876,187147.44690638088,174017.24164108696
2021-02-12,186331.00083400763,187386.907725124,174320.59361336316
2021-02-16,186216.8372353578,187105.8082587814,174213.78870061864
2021-02-17,186440.04246048245,187301.99903956562,174422.60670281464
2021-02-18,185379.57590175167,186213.55233418467,173430.49503488155
2021-02-19,185062.84960451364,185844.3230394199,173134.18408340073
2021-02-22,185455.29349831343,186279.46461611005,173501.33207391715
2021-02-23,185709.93602351006,186506.2679858741,173739.561010341
2021-02-24,187268.62231073008,188030.965369387,175197.77847082284
2021-02-25,183123.08437267056,183670.2866011303,171319.4510267867
2021-02-26,182499.8485563721,183094.09788799565,170736.387355299
2021-03-01,185300.15133636366,185821.46658793965,173356.18996849994
2021-03-02,184404.2573808072,184953.8191212554,172518.04298572088
2021-03-03,182334.96118838148,182757.02040001404,170582.1281942425
2021-03-04,182105.92437073376,182438.16073843368,170367.8544886704
2021-03-05,184795.5087142941,185146.75175005858,172884.07528523187
2021-03-08,182858.07186729394,183104.8572942507,171071.52053188547
2021-03-09,185542.60448798616,185985.98173357712,173583.01522637485
2021-03-10,187070.53928836746,187557.1953985519,175012.46336014118
2021-03-11,187730.66746858746,188173.578608294,175630.0414106094
2021-03-12,187077.0897866777,187397.61132493953,175018.5916305245
2021-03-15,187130.4640069439,187508.8520922932,175068.52548865226
2021-03-16,186379.6260752841,186739.0886860119,174366.0845992215
2021-03-17,186811.5835732487,187169.98864118103,174770.19925069602
2021-03-18,182917.072591261,183178.51817687615,171126.71822405435
2021-03-19,183152.04614747575,183470.8752570714,171346.5460016086
2021-03-22,184111.9963626808,184486.08249050778,172244.62034567815
2021-03-23,183270.6743929949,183652.60608965036,171457.52778180435
2021-03-24,183533.727987195,183964.92926582732,171703.6256318016
2021-03-25,183149.55608139795,183516.27830006913,171344.21643865414
2021-03-26,185262.85250388383,185630.19430145252,173321.29532085752
2021-03-29,184131.71028591236,184528.31008009813,172401.09379068972
2021-03-30,182780.4577458962,183270.48381331493,171300.94832593793
2021-03-31,183359.51731469276,183850.36457182805,171772.85422781628
2021-04-01,186944.70820934104,187197.0230158845,174693.4101031252
2021-04-05,187549.96329093148,187778.0635774813,175185.22757196543
2021-04-06,188011.71553928088,188260.24364311737,175560.27973680003
2021-04-07,187935.1843933319,188144.89226068134,175498.13823741509
2021-04-08,188962.2608916245,189173.0732722456,176332.14461299943
2021-04-09,188955.62116711785,189145.21710934473,176326.75684814664
2021-04-12,188344.42283820992,188578.39145781787,175830.8013361009
2021-04-13,189773.97862486006,189922.27749815193,176991.3021736601
2021-04-14,190033.88579221463,190086.14685861094,177202.08522029404
2021-04-15,192344.4429401821,192344.73811467335,179075.59797250037
2021-04-16,192219.66670432818,192252.3674688206,178974.58182393067
2021-04-19,191208.14969854907,191259.00146228695,178155.61014283705
2021-04-20,189998.1415501641,190169.5631113086,177175.25471300294
2021-04-21,191867.71939996668,191967.5667980311,178691.25549912505
2021-04-22,190263.93240194212,190438.01791607792,177392.4317092746
2021-04-23,191256.32768371087,191400.31081295304,178197.00473638877
2021-04-26,191775.15713354378,191908.16448414326,178617.35504094762
2021-04-27,191657.05193172567,191714.4975335264,178521.7011826316
2021-04-28,192982.2217613671,192866.73441129443,179595.04760354361
2021-04-29,193744.13448945145,193545.5497808537,180211.6205185584
2021-04-30,191826.94372888192,191797.7956828948,178660.94219641082
2021-05-03,193285.29087070288,193418.19444529366,180019.1959919539
2021-05-04,192466.50385525264,192666.76710276149,179356.07447666506
2021-05-05,193919.1085614866,193966.49659215045,180533.16683190278
2021-05-06,195853.09710739274,195801.743404836,182098.80879018962
2021-05-07,197373.6393318934,197190.23820565894,183328.16377231077
2021-05-10,195564.60746645008,195518.07270634704,181867.03525872238
2021-05-11,193423.96125953642,193572.55993250152,180135.98059720852
2021-05-12,190656.35106510355,190922.01061084282,177894.69460896857
2021-05-13,191229.66716500366,191522.43866012414,178359.8606658734
2021-05-14,194778.58640108808,194807.51224200966,181238.1876619178
2021-05-17,195866.28744806797,195794.26846702953,182118.26372167908
2021-05-18,193871.5555132815,194006.15333409637,180505.46373989107
2021-05-19,192658.60670339383,192925.33375261442,179523.44248072215
2021-05-20,194454.27668844993,194625.2730264386,180978.43726135287
2021-05-21,194394.69056689477,194590.01064472098,180930.21399622265
2021-05-24,196370.41229355664,196401.16995553617,182529.23671134017
2021-05-25,196137.9915208224,196293.99935120606,182341.3770711679
2021-05-26,196754.959499307,196822.21230665818,182840.13325157278
2021-05-27,196153.49305280982,196280.6976771434,182354.10736035323
2021-05-28,196328.6557559952,196456.5037846565,182495.7073761947
2021-06-01,197623.98525140758,197561.23713142372,183542.71869079597
2021-06-02,198472.61606085455,198350.97112049136,184228.07822974908
2021-06-03,196942.88788044438,196860.66422015877,182993.3492125691
2021-06-04,199434.5198429845,199224.97150497467,185006.52202599516
2021-06-07,199270.96163178093,199100.48981990863,184874.58666226346
2021-06-08,200293.6374279168,200016.62499953754,185699.62349326725
2021-06-09,200939.8005708109,200611.6741166901,186220.56409997086
2021-06-10,202185.7355327256,201845.96680152786,187224.62303045014
2021-06-11,201356.01010454865,201073.60638496955,186556.5114306408
2021-06-14,201202.86472721386,200930.37953555305,186433.12941331143
2021-06-15,202270.17028191197,201776.7594847843,187293.09259728863
2021-06-16,200848.7889915259,200380.48784575632,186148.62717753195
2021-06-17,199170.96844253424,198904.45836223642,184796.43540565766
2021-06-18,197625.90436122613,197514.5154269634,183549.86672657685
2021-06-21,200002.8722246022,199675.2978276069,185469.57692873987
2021-06-22,201479.0151018187,201034.17444346836,186659.90589916482
2021-06-23,201637.22637043698,201147.60005907546,186787.36204919164
2021-06-24,202432.4894050671,201916.51663634327,187427.9661723043
2021-06-25,202312.48194252714,201783.67175020959,187331.3467159784
2021-06-28,202260.35853470754,201886.15906809212,187289.37828442996
2021-06-29,201754.91663560426,201419.1385515821,186882.39574694276
2021-06-30,202493.53234870548,202112.13748421604,187477.3245123996
2021-07-01,203065.5460776252,202665.77113603774,187937.84208070586
2021-07-02,204480.36012048792,204086.45041769973,189076.4639317893
2021-07-06,204042.42086349436,203823.8154099574,188724.33483954676
2021-07-07,204167.5763539589,204044.48846021623,188824.9954365782
2021-07-08,203444.85638795685,203349.56236795266,188243.76958569582
2021-07-09,204581.92961298215,204375.5358523484,189158.65033551838
2021-07-12,204768.73477004134,204568.1596838957,189308.84342719
2021-07-13,204085.74083814968,203914.93058397277,188759.77526708544
2021-07-14,204237.28816965644,204202.00382438413,188881.65941977393
2021-07-15,203815.61463268026,203840.08899682295,188542.5551480318
2021-07-16,201228.7956723843,201422.0487712635,186461.7082347309
2021-07-19,199644.9726301698,200044.38221408168,185185.53877491795
2021-07-20,200840.23917823567,201175.9002141333,186149.6244183616
2021-07-21,202299.81967261562,202443.7902280191,187325.9882003576
2021-07-22,202712.0073491078,202924.6181140441,187657.88242825834
2021-07-23,203221.00406319022,203441.6083500202,188067.6187603979
2021-07-26,204303.1263608773,204370.8262485522,188938.4298250047
2021-07-27,203628.62029189186,203764.24462166458,188396.01280220583
2021-07-28,204344.661780348,204439.5375773308,188972.0801171848
2021-07-29,205457.5468327198,205478.14434017942,189867.00547832943
2021-07-30,203740.76737093186,203903.45455732185,188487.4344312084
2021-08-02,203978.74695803542,204197.2445805834,188707.5973490131
2021-08-03,205141.71518330835,205295.49709502616,189643.16344344526
2021-08-04,203983.3851927719,204280.21885848208,188712.017684798
2021-08-05,204450.6566713397,204709.3548931901,189087.92103485359
2021-08-06,202904.34250525403,203090.22417888496,187844.33690431496
2021-08-09,201425.22750716747,201679.2517568722,186653.61356795265
2021-08-10,201839.50976610993,201990.3950933748,186987.44024129008
2021-08-11,202622.19630389233,202755.9605007203,187617.9564817765
2021-08-12,202759.48153018238,202907.0933875897,187728.49492563697
2021-08-13,203941.12388200258,204151.15704616005,188679.83816063212
2021-08-16,203733.77773212316,204033.1416276645,188513.02941292658
2021-08-17,202606.63510600803,202945.92247016303,187606.12948313606
2021-08-18,200859.5930983944,201324.16577099255,186199.43797056712
2021-08-19,199949.15118220283,200595.95424976753,185465.53238839144
2021-08-20,200855.5726444745,201504.16501061348,186196.63104446183
2021-08-23,204385.57439605967,204796.83569485645,189042.17313385426
2021-08-24,204601.12711368056,204962.47362236708,189215.53921149782
2021-08-25,204121.57403863888,204470.9669589829,188829.89428902333
2021-08-26,203094.71955485232,203525.30785982,188003.86983452487
2021-08-27,205891.3521960608,206209.56945406957,190255.02659700648
2021-08-30,206002.8805712592,206388.93493645886,190344.6425997877
2021-08-31,205116.9263332753,205573.16145353232,189632.8051801354
2021-09-01,204653.05106405998,205193.09252980922,189259.8854609442
2021-09-02,206003.05846489687,206396.6874842727,190345.50751729068
2021-09-03,206032.41432016643,206449.70757916404,190369.09414544678
2021-09-07,204325.894910069,204775.85232380833,188997.97787752814
2021-09-08,203876.47507925698,204381.75188519008,188636.4946598397
2021-09-09,204323.97413325374,204825.82337957446,188996.5364252261
2021-09-10,202849.18611418738,203359.90792062532,187810.3135939205
2021-09-13,204576.99213985592,204934.9672680654,189201.36542485675
2021-09-14,204391.35054203653,204836.71770124816,189052.07053775425
2021-09-15,206277.73144624502,206520.04754141363,190569.29723489672
2021-09-16,204439.0200084073,204745.0629444522,189092.1753823857
2021-09-17,202567.75239811226,202943.61805407854,187587.13612639913
2021-09-20,200497.23981360195,201031.51617355755,185919.83985920248
2021-09-21,200735.30818662775,201275.83645479433,186111.8044829707
2021-09-22,203071.24272287945,203441.32474338627,187995.07617358104
2021-09-23,204056.95876033528,204222.1152912545,188788.5854904284
2021-09-24,204078.63782333463,204189.07374504508,188806.0263140412
2021-09-27,204888.62316952457,204817.6099963487,189457.65114726557
2021-09-28,201906.2406085464,201772.01624563558,187059.59241456748
2021-09-29,201748.6400036544,201618.56126918705,186932.62558332278
2021-09-30,201017.31649966078,200994.78206056572,186343.39377767267
2021-10-01,204005.26606947064,203766.09252267657,188751.9453651256
2021-10-04,203238.7312578804,203013.4925003591,188042.72378636265
2021-10-05,203611.33931525564,203395.55503850963,188342.50503196838
2021-10-06,203636.63201611664,203532.71857236378,188362.84937870357
2021-10-07,203866.20677969026,203745.01637779726,188547.50632583976
2021-10-08,204413.6462962506,204138.96925292746,188987.77101384758
2021-10-11,203035.82910979178,202824.06745416063,187880.08269718775
2021-10-12,203524.6192924726,203343.97711082964,188273.39061875566
2021-10-13,205226.1880588353,205060.97000615252,189642.13912319476
2021-10-14,207899.14524338368,207638.09240121767,191789.95094702175
2021-10-15,207981.07118633538,207660.63862023046,191855.67082564512
2021-10-18,208686.41680671167,208367.8831109783,192421.4604299349
2021-10-19,209633.28444078274,209219.38026194499,193180.65091366458
2021-10-20,210122.58286760587,209673.1170199575,193572.73513510116
2021-10-21,209564.78058696084,209230.7863561871,193125.89322333425
2021-10-22,210266.089989605,209887.92382713812,193687.89026531242
2021-10-25,212223.53468228216,211719.14691710722,195255.8138377907
2021-10-26,213593.80642365542,212939.0925458555,196352.08828560164
2021-10-27,213237.0355109438,212749.32995562453,196066.89554391478
2021-10-28,214214.881400803,213707.02625071642,196848.7289275774
2021-10-29,214411.18912643072,213886.91632835992,197005.59265413813
2021-11-01,215454.3282679866,214812.05306821148,197839.03490141535
2021-11-02,215363.7546497547,214801.2831549853,197766.71453153918
2021-11-03,214588.12242336205,214116.15654196264,197147.36104122683
2021-11-04,216902.4566155315,216377.17133363645,198996.26145485174
2021-11-05,218993.38184517235,218401.55725340554,200664.35771691718
2021-11-08,219596.8494992465,218932.8547185377,201145.19197849612
2021-11-09,220480.53164163293,219749.90348727617,201849.04469208632
2021-11-10,217951.7493311154,217359.3777108197,199835.92287559924
2021-11-11,218407.0878301201,217801.28909680698,200198.95890834957
2021-11-12,218806.60629407704,218249.48361995877,200517.40366429862
2021-11-15,218536.23025917113,217923.36952016823,200301.9459755259
2021-11-16,219109.1993821546,218428.71619896035,200758.60821242808
2021-11-17,219322.9571734889,218713.36551260916,200928.91724318356
2021-11-18,219495.69902230773,218957.04549501734,201066.52980319085
2021-11-19,217500.56475555158,217270.40824467244,199477.29504411062
2021-11-22,215763.31149481586,215444.7471004354,198091.8210553615
2021-11-23,215762.96055764216,215274.17143944476,198091.54088610393
2021-11-24,217079.73518698654,216552.1570934077,199142.78274995065
2021-11-26,214446.6055284856,214153.64598062754,197042.29722585378
2021-11-29,215931.3838817114,215600.73313714543,198228.62329186036
2021-11-30,213245.6626913569,213102.90490402124,196084.67808377885
2021-12-01,212323.65490523697,212186.85581704476,195347.45283420844
2021-12-02,214156.20120044993,213990.91790885804,197033.47906209336
2021-12-03,213637.50793923394,213603.22858431184,196556.25758893232
2021-12-06,214278.1249596263,214139.95967206015,197145.65448506118
2021-12-07,216741.15752745597,216572.29854495858,199411.7568587603
2021-12-08,216449.32086116713,216171.89416567312,199143.25380652808
2021-12-09,215608.55417390956,215328.84476565904,198369.71008217518
2021-12-10,216836.65660873367,216567.02930315255,199499.62037205527
2021-12-13,215626.45084816535,215470.72910535685,198386.17583928374
2021-12-14,214314.76427610999,214084.19957944078,197179.36432842212
2021-12-15,215545.15609117973,215279.03550764988,198311.3809526141
2021-12-16,214665.11045246315,214480.7198970327,197501.69880025164
2021-12-17,213451.12023224705,213326.90859053558,196384.77239188371
2021-12-20,211463.92200001178,211265.84220876044,194556.4593237187
2021-12-21,213940.7383708815,213713.55271189054,196835.24342529898
2021-12-22,215836.41321561954,215697.14824788235,198579.35079989524
2021-12-23,216174.37951441997,215993.3292357207,198890.29521936623
2021-12-27,218324.3651613223,218172.55966043196,200868.3801385427
2021-12-28,217583.96690874308,217378.5267151351,200187.1799548477
2021-12-29,216763.89779890125,216486.05564069538,199432.678946342
2021-12-30,216933.9947115808,216757.01419593985,199589.17586912596
2021-12-31,217220.6936218472,217100.65515495723,199852.95195133347
2022-01-03,217750.17836960015,217709.00978581936,200340.10208462534
2022-01-04,218948.55256987165,218928.11421899337,201442.66104193864
2022-01-05,216937.6572765958,216862.0038192036,199592.54559609696
2022-01-06,217467.99295267722,217329.33706536036,200080.47862228687
2022-01-07,217066.7208824256,216911.12979190095,199711.29000384422
2022-01-10,217021.61726198654,216901.84881886106,199669.79261453872
2022-01-11,220707.4618178082,220707.5133941713,203060.9378255796
2022-01-12,220819.45470609746,220811.63554501347,203163.9763940925
2022-01-13,219031.7252093272,219060.29455071062,201519.18366618606
2022-01-14,219303.27199950322,219213.65761456982,201769.01910637695
2022-01-18,217483.36580796744,217291.08069201437,200094.62235076158
2022-01-19,217563.69304425427,217519.98944250765,200168.52707423127
2022-01-20,216771.780680826,216752.17328801437,199439.9315574827
2022-01-21,214442.446551161,214479.26068022754,197296.8378488098
2022-01-24,215072.63725311673,215092.04744810396,197876.6420561262
2022-01-25,214883.04804722316,214912.65479228456,197702.21133396903
2022-01-26,213057.53261658395,212904.6823614938,196022.65382237628
2022-01-27,213196.66129938752,213078.6162490832,196150.6585603033
2022-01-28,215571.66674348668,215435.46787895815,198335.7719626664
2022-01-31,218148.91827665584,218015.96736280178,200706.96099736134
2022-02-01,221429.26790500776,221278.0544497031,203725.0323685903
2022-02-02,222414.84324756527,222309.5099924829,204631.8066647974
2022-02-03,218636.63079121808,218471.54761371395,201155.6787696587
2022-02-04,219766.0574271131,219513.6052156532,202194.8028210211
2022-02-07,220154.3514117489,219954.46567239016,202552.05100838537
2022-02-08,219713.22903340278,219489.8006694938,202146.19828775214
2022-02-09,221309.2547902865,221118.97567846728,203614.61482572183
2022-02-10,218215.02330500862,217896.7954752943,200767.7806404389
2022-02-11,218547.62309459868,218450.39599553647,201073.78762651217
2022-02-14,217478.67599678613,217335.4564983927,200090.30751043468
2022-02-15,217809.4192081121,217530.02363379032,200394.60635977186
2022-02-16,218754.48543950642,218579.66841458768,201264.11042489784
2022-02-17,217375.01657120997,217339.7034616653,199994.936107952
2022-02-18,216539.95325171648,216568.63519739738,199226.63974224025
2022-02-22,215339.6245958568,215398.6406973532,198122.28259658566
2022-02-23,213247.6562979898,213246.16889918898,196197.57628639793
2022-02-24,214536.82840368405,214498.27956030171,197383.67346066088
2022-02-25,217192.10275974774,217136.34814858192,199826.6470533326
2022-02-28,218936.39703295138,219090.4951085094,201431.4773932008
2022-03-01,219319.43277579124,219669.17907648007,201783.88775812986
2022-03-02,219660.02907357182,220010.3185194515,202097.25189669413
2022-03-03,219800.99983894627,220151.51408936366,202226.9514346579
2022-03-04,221920.4168000614,222274.310861526,204176.9117677741
2022-03-07,220895.3877448906,221247.647203732,203233.83825531954
2022-03-08,221454.05230117604,221807.20265627507,203747.83514420985
2022-03-09,219968.17434754036,220318.9551893182,202380.75961230652
2022-03-10,220151.89844350138,220502.9722680856,202549.7941656457
2022-03-11,218289.8838341649,218637.988324417,200836.65574385136
2022-03-14,213892.03285232434,214233.12413771625,196790.43212533646
2022-03-15,212865.07802186016,215643.04236286978,195845.58681172077
2022-03-16,215912.2136085938,218891.90457484042,198649.09062091506
2022-03-17,218015.17947981387,219857.31533066687,200583.91520051012
2022-03-18,219363.34736800997,221389.44917029026,201824.2911872061
2022-03-21,220516.41542582808,220566.38553793688,202885.16642571773
2022-03-22,220821.2546833324,221064.486919416,203165.63245529847
2022-03-23,221885.05355456067,221432.54952983322,204144.37596795653
2022-03-24,223648.40367712762,223059.13007964412,205766.73855893622
2022-03-25,224002.16559598333,222438.1887671219,206092.21566976048
2022-03-28,223324.79292351982,223013.4839421109,205469.00189622073
2022-03-29,224765.9657263742,224689.63896754477,206794.9466490896
2022-03-30,225473.40642697347,224627.5962651377,207445.8243808006
2022-03-31,223706.88320618166,223505.8260048192,205820.54239463576
2022-04-01,223921.14080299417,223433.02349977652,206017.66916228857
2022-04-04,225154.21685612766,224616.82710691032,207152.1554080062
2022-04-05,222053.22878330585,221328.78728360301,204299.10485381633
2022-04-06,220883.41087928726,220124.60070343135,203222.81899234754
2022-04-07,221784.86771560556,220998.21368067095,204052.20042369753
2022-04-08,221777.25419821264,220960.36101646555,204045.19564021978
2022-04-11,217960.61998674434,217085.75948936742,200533.7179768243
2022-04-12,218799.24211659547,217962.0217747211,201305.288610487
2022-04-13,221107.02639873535,220305.58185115014,203428.55547591497
2022-04-14,219032.22915122722,218083.98661172076,201519.64731573357
2022-04-18,219361.02921683557,218399.11758922826,201822.1583823266
2022-04-19,219666.74333573613,218555.39310169994,202103.42932432
2022-04-20,220192.78683162658,219242.82732445563,202587.41334884174
2022-04-21,217674.96186960387,216663.80515961538,200270.8994717938
2022-04-22,213692.6896117073,212595.92861417992,196607.02724606547
2022-04-25,212708.00127138384,211565.4617021444,195701.06903239596
2022-04-26,210378.8713088429,209322.41309360415,193558.16316679528
2022-04-27,210790.73036166804,209604.20871598896,193937.092292389
2022-04-28,214918.390598171,213751.94739618382,197734.7280938534
2022-04-29,209871.97485424444,208649.0046367306,193091.7952941214
2022-05-02,209890.80622217548,208644.39947963506,193109.12101207004
2022-05-03,211386.98528437765,210190.47419787638,194485.6740339908
2022-05-04,216434.81396687476,215306.41320681325,199129.90680169335
2022-05-05,210709.04935321622,211754.6256208143,193861.94203674217
2022-05-06,210045.39454616877,211605.5909942454,193251.34932546015
2022-05-09,203505.4609925139,209918.19347132972,187234.31197754125
2022-05-10,204389.25651934513,209988.23227917575,188047.4441981118
2022-05-11,204500.1753594572,210524.88952018632,188149.49459328275
2022-05-12,203842.99572131675,209659.91277044773,187544.8593329179
2022-05-13,206604.72759371364,209651.5849202232,190085.7786992719
2022-05-16,207281.3355725594,209897.98273046728,190708.28891978317
2022-05-17,208975.38271193107,209951.1350393312,192266.88960327758
2022-05-18,205489.51905797087,209179.239912984,189059.7359489549
2022-05-19,205942.19702402139,209730.3041062474,189476.2203376661
2022-05-20,206653.8020462809,210258.37672611076,190130.92943536164
2022-05-23,208539.83253846434,210578.11754192406,191866.16356544534
2022-05-24,208697.88673067064,211451.95422162153,192011.58063577153
2022-05-25,210404.26582691594,211699.5567584197,193581.52728241263
2022-05-26,212291.39706145128,212263.95873045424,195317.77414569727
2022-05-27,215262.66216829568,213435.18568097393,198051.4736507113
2022-05-31,212868.45415926742,211806.6753165359,195848.69301222017
2022-06-01,213247.71133822345,211725.88375792516,196197.62692592476
2022-06-02,215700.77979032145,214239.6312298358,198454.5618583946
2022-06-03,213966.79355381822,212452.14201452755,196859.21538274325
2022-06-06,213153.96131349105,211616.9963290471,196111.3726244773
2022-06-07,216622.74148323774,215102.1468200137,199302.8086936438
2022-06-08,215927.31083129992,214405.627420697,198662.9807548326
2022-06-09,212816.72937221825,211296.49161485932,195801.1038474474
2022-06-10,209610.43075540842,208198.11596725948,192851.16278647995
2022-06-13,201723.01609525256,200198.8755314167,185594.3813223689
2022-06-14,200948.13873342023,199381.7858342353,184881.4587845556
2022-06-15,203292.9746365231,201786.4077711099,187038.81483228278
2022-06-16,199587.17691293446,198176.13467002223,183629.3117962459
2022-06-17,197657.15361799268,198496.4410949172,181853.60227981998
2022-06-21,201292.18459603467,199653.8285824546,185197.99668020307
2022-06-22,200834.95545241842,200804.2967173809,184777.32500041844
2022-06-23,200699.1725153815,201842.92802635924,184652.39850129452
2022-06-24,203551.0817879605,203904.39843802314,187276.28519145728
2022-06-27,203702.28278383502,203049.4537775325,187415.39700838257
2022-06-28,202881.58435757668,201094.68660312804,186660.31700005205
2022-06-29,201989.08400735815,201691.10504723384,185839.1759446824
2022-06-30,200132.15084330304,200935.40753966814,184130.71268446097
2022-07-01,202090.06960048949,201999.89867470288,185932.08729928377
2022-07-05,201053.72016131112,200964.01164611478,184978.59851688688
2022-07-06,199409.74248657117,200045.85523824452,183466.0640259933
2022-07-07,201805.5047473514,201174.67433089655,185670.27464703136
2022-07-08,201459.05452989484,200766.3732186261,185351.52463519588
2022-07-11,200410.822837346,199894.70847253455,184387.10363739938
2022-07-12,199223.4895018552,199220.31979226836,183294.7027795826
2022-07-13,199740.06941820603,199605.19494836967,183769.97987901594
2022-07-14,198098.17851399226,198680.21355591336,182259.3653122454
2022-07-15,200384.3322963456,200292.00379409085,184362.731130667
2022-07-18,200074.07719307454,199248.361590681,184077.28227580502
2022-07-19,203274.01595480953,201445.0290295187,187021.37197984377
2022-07-20,204348.96593506934,202453.48722050167,188010.37502174062
2022-07-21,205952.2040469001,204127.55530808333,189485.42725542907
2022-07-22,205328.49654543522,203524.65713087833,188911.58788845356
2022-07-25,205997.8147013184,204171.3743746495,189527.39113913622
2022-07-26,204523.33032000955,202702.69996989102,188170.79821376922
2022-07-27,208386.26587439622,206593.18407520416,191724.8752258145
2022-07-28,210643.17621968166,208906.19673841313,193801.33574748106
2022-07-29,213980.49514879682,212233.61350614278,196871.82147545615
2022-08-01,214019.50068119678,212308.38391615762,196907.7083454527
2022-08-02,212263.8278040092,210528.92544434592,195292.40917060678
2022-08-03,213480.21563976328,211750.77096580676,196411.54149469532
2022-08-04,212546.31168404844,210929.50341312485,195552.3072326339
2022-08-05,211251.59475633706,209573.4713896657,194361.1085690529
2022-08-08,212344.65826430664,210711.10463782068,195366.77688313305
2022-08-09,212443.1783028419,210828.2071312428,195457.41981497963
2022-08-10,214540.6353599361,212893.83183309584,197387.17603416
2022-08-11,214424.97999997964,212762.2144108023,197280.76782456035
2022-08-12,217188.07055079192,215562.5882241609,199822.93723706575
2022-08-15,216345.24878984553,214642.8648088298,199047.5027511268
2022-08-16,216029.78655722775,214318.61552145577,198757.2630996156
2022-08-17,214849.43480845177,213106.02479193913,197671.2856202118
2022-08-18,216044.91875233842,214275.0806835125,198771.1854097415
2022-08-19,213472.3876388581,211676.56489246903,196404.33937659735
2022-08-22,211000.7006867527,209183.52278832646,194130.27457438377
2022-08-23,212717.56721480866,210929.4746075306,195709.87013693064
2022-08-24,213042.87203617682,211270.70535843627,196009.1654193019
2022-08-25,215342.55009434553,213570.66618936366,198124.97418871327
2022-08-26,211390.39970109327,209573.1710817991,194488.81545320112
2022-08-29,211342.4857801793,209529.5560355576,194444.7324591983
2022-08-30,208551.73793572333,206710.31974004774,191877.11707427877
2022-08-31,206959.0429474469,205083.78046461212,190411.764995442
2022-09-01,205240.4796310487,203326.70751495243,188830.6083101799
2022-09-02,205573.4683265534,203744.80560841894,189136.97310744406
2022-09-06,203589.3034728725,201742.59793698724,187311.4508859906
2022-09-07,205854.0265795249,204048.32175898194,189395.09950468445
2022-09-08,206003.90511022237,204160.142856463,189532.99459329032
2022-09-09,208544.113751923,206709.97826902528,191870.1024772194
2022-09-12,209836.53704543188,208022.46410152013,193059.19089265403
2022-09-13,204281.67185770682,202434.42214868322,187948.46139930666
2022-09-14,205747.79198652154,203863.9179694543,189297.35883063969
2022-09-15,202603.47300730116,200634.14899715912,186404.44186496714
2022-09-16,201241.4455157067,199318.76074751865,185151.31441060084
2022-09-19,201987.63937626814,200062.43016734396,185837.84681814752
2022-09-20,200239.22033712224,198296.42566131763,184229.22150536065
2022-09-21,199034.88150883585,197131.39232450395,183121.1748180517
2022-09-22,197004.22109623952,195116.73597784937,181252.87456036726
2022-09-23,193085.94293747554,191134.86863430726,177647.87982649234
2022-09-26,190559.7626683859,188567.50922925217,175323.6786856117
2022-09-27,190351.08030761033,188372.60459560505,175131.68138956322
